months_as_customer,age,policy number,policy deductable,premium,umbrella limit,zip code,capital gains,capital loss,incident hour of day,number of vehicle involved,bodily injuries,number of witnesses,total claim amount,injury claim,property claim,vehicle claim,car date,fraud?
218,43,737483,500,1522,0,477856,61100,-64500,18,1,1,3,68200,13640,6820,47740,2003,1
152,33,695117,1000,1034,0,617721,0,0,18,1,1,0,63900,7100,7100,49700,2014,0
212,39,167466,1000,1255,0,454176,60300,-58900,22,2,0,3,59300,11860,5930,41510,2008,0
242,44,664732,2000,1397,6000000,618127,0,-61600,15,3,1,2,66900,6690,13380,46830,1999,1
80,27,143038,500,795,0,441923,0,-51000,16,3,1,3,40810,3710,7420,29680,2000,1
260,43,979963,500,982,0,604279,54500,-72100,18,1,1,0,75400,15080,7540,52780,2011,0
133,34,467841,500,1074,0,440833,70900,-61100,8,1,2,0,4200,420,840,2940,2013,0
290,45,219028,1000,1311,0,451550,38500,0,23,3,0,0,52650,5850,5850,40950,2001,1
322,49,130156,2000,1277,0,431853,0,-46000,18,1,0,2,42240,7680,7680,26880,2007,0
228,39,762951,500,1389,0,614274,35200,0,10,1,1,0,59490,6610,6610,46270,1995,0
195,37,376879,1000,1407,8000000,619148,0,0,12,1,0,2,44200,4420,4420,35360,2002,1
247,39,599031,500,1558,0,456781,0,-49300,5,1,1,2,7700,770,1540,5390,2000,0
405,57,676255,1000,1132,4000000,434293,46300,0,21,3,2,3,61440,10240,10240,40960,2008,0
144,37,985446,2000,1897,0,460895,73700,0,17,3,1,3,54400,5440,10880,38080,2015,1
338,47,884180,500,1143,4000000,601600,0,0,4,1,2,1,58560,9760,9760,39040,2002,0
121,34,571462,500,1285,0,465440,0,0,11,1,1,1,67300,6730,6730,53840,2000,1
398,55,815883,2000,1305,0,455482,66200,-49700,18,1,1,3,36740,3340,6680,26720,1998,1
9,30,258265,1000,1074,0,438877,0,0,12,1,0,0,85690,15580,15580,54530,2011,0
115,31,569714,1000,1052,0,479824,0,0,18,3,0,3,34160,0,4270,29890,2005,1
280,48,180008,1000,1387,0,477415,0,-72000,16,1,2,2,61320,10220,10220,40880,1998,0
254,45,633375,500,1084,0,614372,59800,0,19,3,0,0,79680,13280,13280,53120,2004,0
141,30,556538,1000,1852,0,465248,78800,0,13,1,1,0,61740,6860,6860,48020,2002,0
441,55,669501,500,1270,4000000,449421,24000,-50500,4,1,0,0,6400,640,640,5120,2002,0
381,55,963761,500,1460,0,445856,35900,0,8,1,1,2,60600,12120,6060,42420,2011,0
191,38,753005,2000,1253,0,608525,0,0,19,3,2,0,56320,10240,5120,40960,2007,0
145,34,454758,1000,1142,0,608813,0,0,18,1,2,0,52250,9500,4750,38000,2012,0
479,60,698589,1000,1188,0,459295,0,-44800,9,2,0,3,53900,5390,10780,37730,2006,0
215,35,330119,1000,1125,0,606144,40000,-43400,6,1,2,1,2640,220,440,1980,2001,0
41,33,164464,500,1294,0,476315,0,0,8,1,0,0,8970,1380,1380,6210,2011,0
45,31,927354,500,1460,0,475891,0,0,6,1,1,3,6000,1000,1000,4000,2000,0
156,38,231508,500,1368,0,462525,26500,0,23,3,0,3,55200,11040,5520,38640,1998,1
246,45,272910,500,1594,0,606283,0,0,13,1,0,3,7260,660,1320,5280,2008,0
178,39,305758,500,1036,0,465252,0,0,3,3,2,0,64680,11760,11760,41160,2010,0
237,43,950542,500,912,0,449979,53200,0,23,1,0,1,59200,0,11840,47360,1998,0
127,34,291544,500,1320,0,604681,73700,0,8,1,1,3,4700,470,940,3290,1998,0
1,33,388616,2000,1392,0,466390,61200,0,23,1,0,3,69400,6940,6940,55520,2000,0
5,21,577992,500,915,5000000,612316,0,0,23,1,0,0,40500,4050,4050,32400,1998,0
64,28,342830,1000,1469,0,474731,56800,-51800,9,3,2,1,60000,5000,10000,45000,1997,0
142,30,491170,500,1413,0,603260,66400,-63700,22,1,2,3,67320,11220,11220,44880,1996,0
97,27,175553,500,1588,0,434370,56700,-49300,22,3,2,1,75690,8410,8410,58870,2014,0
121,31,439341,1000,1141,0,478388,51300,0,15,3,1,2,64300,6430,6430,51440,2002,1
225,43,221186,1000,1518,0,617883,0,-20900,16,3,2,0,64400,6440,6440,51520,2011,0
425,53,868031,2000,912,0,464808,42900,-39100,17,3,1,2,97080,16180,16180,64720,2005,0
285,44,844117,2000,1144,0,609458,52600,0,3,1,1,0,5500,500,500,4500,2010,0
192,38,744557,1000,1281,0,432405,65100,-50300,10,3,0,2,30700,3070,6140,21490,2010,0
285,48,159536,2000,1102,0,457875,46100,0,9,1,1,2,33480,3720,3720,26040,2012,0
98,26,727109,2000,1082,0,477268,0,-30900,13,2,0,1,65430,14540,7270,43620,2001,0
175,36,155604,500,1185,0,437580,44900,-52500,15,3,2,1,42680,3880,7760,31040,2006,1
259,45,608443,2000,1175,0,457121,30100,0,23,1,1,1,87780,7980,7980,71820,2011,0
140,36,117862,2000,979,0,436364,0,-67000,2,4,0,2,72800,14560,14560,43680,1998,0
231,37,991553,500,921,0,467654,0,0,14,1,2,0,71190,0,7910,63280,1997,1
186,38,727443,500,923,0,471148,70300,-70900,7,1,1,1,3600,400,400,2800,1999,0
229,41,378587,2000,1108,3000000,468202,65400,0,23,1,1,3,62640,10440,10440,41760,2009,0
180,36,420948,500,1272,0,456959,0,0,7,3,2,1,69630,12660,6330,50640,1998,0
188,33,457188,1000,1340,0,447274,0,-68800,8,3,1,0,76010,13820,6910,55280,1995,1
214,40,118236,1000,1648,0,608405,57700,-43500,17,1,1,0,44220,8040,4020,32160,2000,0
178,38,987524,500,1381,0,472253,0,0,10,3,0,3,57200,5200,10400,41600,2011,0
55,35,490596,500,1198,8000000,438923,0,0,9,1,0,3,3080,560,560,1960,1998,0
90,31,524215,2000,951,0,607131,42100,0,2,1,1,0,75790,13780,6890,55120,2007,0
135,30,913464,2000,1341,0,601701,37100,-46500,18,3,0,1,32670,5940,2970,23760,2003,0
277,46,398484,2000,1178,0,469220,0,-65500,4,1,2,3,3870,430,860,2580,2010,0
211,38,752504,1000,1055,0,433250,0,0,12,1,0,3,91520,8320,16640,66560,2005,1
156,32,449263,500,1479,0,444413,0,0,15,1,1,3,74690,6790,13580,54320,2008,1
84,30,844007,2000,1827,0,433593,0,-15900,9,1,1,3,4620,420,840,3360,1998,0
136,32,686522,500,1170,0,458143,0,0,6,1,0,0,55000,10000,10000,35000,2008,1
310,48,670142,500,1516,0,474167,11000,0,11,4,0,2,59400,13200,6600,39600,1996,1
123,34,607687,2000,1270,0,476413,16100,-61200,13,3,1,1,55260,6140,0,49120,2000,0
243,44,967713,500,809,0,600208,33200,0,4,3,2,1,51400,5140,10280,35980,1996,0
36,37,291902,1000,1116,0,618926,0,-59800,20,3,1,3,48780,5420,10840,32520,2008,0
146,31,149839,1000,1458,5000000,606219,0,0,0,3,1,3,52380,5820,5820,40740,2010,0
154,34,840225,1000,1041,0,448436,53100,-43900,18,4,2,3,74360,13520,13520,47320,2005,1
204,40,643226,1000,1694,7000000,447976,44000,-20800,6,1,1,0,53400,5340,5340,42720,2003,0
458,59,535879,1000,1686,0,472236,31400,0,23,1,2,2,71800,14360,14360,43080,1995,0
147,31,746630,500,1055,6000000,468232,51900,0,4,1,0,0,68240,8530,0,59710,2013,1
279,45,598308,2000,1334,6000000,620819,61100,-30700,21,3,1,0,61050,11100,11100,38850,2011,1
308,47,720356,1000,1014,6000000,452349,45700,-41400,7,1,1,1,5590,860,860,3870,2002,0
284,48,724752,500,958,0,464646,47900,0,19,3,0,0,46860,8520,8520,29820,1998,0
108,31,148498,2000,1112,6000000,472209,52800,-54300,5,1,1,3,4290,780,780,2730,1998,0
421,57,110122,2000,1206,0,459955,69900,0,22,3,0,0,78500,15700,7850,54950,2015,0
266,42,281388,1000,764,0,473389,12800,-49700,12,1,1,3,70830,7870,7870,55090,2005,0
412,56,728600,500,1043,0,616767,0,-66100,19,3,0,2,68040,15120,7560,45360,1997,0
31,32,231548,2000,1263,4000000,442948,46800,-87300,10,1,2,0,63600,5300,10600,47700,1997,1
465,63,531160,500,1007,6000000,458936,0,0,7,1,0,3,43560,4840,4840,33880,2015,0
126,31,889003,1000,1328,0,613921,42300,-45800,17,1,1,1,60840,13520,6760,40560,2011,0
407,55,193213,1000,1250,5000000,474598,0,-57700,0,3,2,3,68160,11360,11360,45440,2010,0
101,27,557218,500,983,6000000,440865,30800,-43700,9,1,1,0,5170,940,470,3760,2001,0
187,37,125591,1000,1412,5000000,450947,60100,0,21,1,0,3,57700,5770,5770,46160,2000,0
252,46,227244,2000,1067,0,473370,0,0,22,3,0,2,89520,14920,14920,59680,2014,0
229,43,791425,2000,1586,0,463153,42600,-44400,3,1,1,0,4620,420,840,3360,2012,0
246,39,354455,1000,1416,0,612546,0,-36600,16,1,0,3,45180,5020,5020,35140,2004,0
190,38,601042,500,1246,0,442919,61900,-50000,14,1,0,0,45100,9020,4510,31570,2013,0
95,32,433663,2000,1357,0,449352,67800,-48600,21,3,0,3,83160,15120,15120,52920,2003,0
205,42,471938,2000,1388,4000000,470104,0,0,19,1,2,1,86130,15660,15660,54810,1995,0
41,25,564654,1000,1004,0,459889,35400,0,13,3,1,3,48000,9600,4800,33600,1995,0
137,35,645723,500,1107,0,478868,0,-45300,21,1,0,0,3300,600,600,2100,2008,0
194,34,573572,500,1430,0,463307,67800,0,11,3,1,2,57200,11440,5720,40040,2005,0
128,35,437960,1000,1075,0,453620,0,-48800,16,1,2,0,7590,1380,690,5520,2012,0
150,37,649800,1000,1007,0,466238,30400,-89400,9,1,0,2,80080,12320,12320,55440,2013,0
104,30,544225,500,1053,0,607697,0,-70100,8,1,0,0,4800,960,480,3360,2006,0
163,37,390256,1000,1200,4000000,477631,0,-36400,7,1,2,1,3900,390,780,2730,2008,1
80,26,488597,1000,1343,0,443625,64600,0,12,1,0,0,90400,9040,9040,72320,1995,0
65,29,133889,2000,1442,5000000,472223,0,0,21,3,0,0,62900,6290,12580,44030,1998,0
179,32,931901,1000,1433,6000000,608328,53800,0,4,1,1,2,54200,5420,10840,37940,2014,1
372,50,769475,2000,1369,0,474860,0,0,18,3,2,2,51800,5180,10360,36260,2003,0
398,55,844062,500,862,0,606858,69400,0,7,1,2,3,6600,600,1200,4800,2012,0
213,35,844129,500,871,0,477938,58500,-77700,13,1,2,0,74140,13480,6740,53920,2007,0
79,25,732169,500,1863,0,462698,53400,-35200,0,1,2,1,67800,13560,6780,47460,1995,0
232,44,221854,2000,1182,0,454552,25800,0,22,1,1,1,55400,5540,11080,38780,2002,1
230,37,776950,1000,1061,0,471585,0,-51500,15,1,2,3,49100,9820,4910,34370,1996,1
234,41,291006,500,952,0,455426,59400,-78600,3,3,2,1,98280,15120,7560,75600,2007,1
240,40,845751,500,1534,9000000,469856,0,-70900,18,2,0,2,66550,6050,12100,48400,2008,0
143,33,889764,1000,1200,0,454191,38400,-5700,17,3,2,2,70400,14080,7040,49280,2002,0
266,42,929306,500,1094,4000000,468454,0,-49600,18,3,1,1,53280,4440,8880,39960,2015,1
89,32,515457,1000,989,0,614187,27600,0,11,1,2,3,84590,15380,15380,53830,1999,0
229,37,556270,1000,1332,0,433974,0,-55400,17,1,0,2,54560,9920,9920,34720,2004,0
245,40,908935,1000,1361,0,604833,39300,0,12,1,0,2,82170,7470,7470,67230,1999,0
50,44,525862,2000,1189,0,447469,0,-65800,15,3,1,2,61100,6110,12220,42770,2008,0
230,43,490514,2000,1102,0,451529,28900,0,0,3,0,3,51900,5190,10380,36330,2011,1
17,39,774895,1000,841,0,431202,32500,-80800,9,1,2,1,3440,430,430,2580,2002,0
163,36,974522,1000,1503,0,448190,55700,-49900,1,1,2,1,51390,5710,11420,34260,2013,0
29,32,669809,1000,1723,0,453713,0,-21500,22,1,0,2,76900,7690,7690,61520,1995,0
232,42,182953,500,944,0,440153,0,-58400,11,1,2,3,77000,15400,7700,53900,2015,1
235,39,836349,2000,1454,4000000,619570,0,0,10,1,0,3,60320,9280,9280,41760,2012,1
295,46,591269,500,1673,0,478947,0,0,5,1,1,1,60700,12140,6070,42490,1997,0
22,21,550127,1000,1248,0,443550,37500,-54000,3,3,1,2,53280,5920,0,47360,2015,0
286,43,663190,500,1564,3000000,477644,77500,-32800,18,1,2,2,34290,3810,3810,26670,2013,0
257,44,109392,1000,1281,0,433981,59400,-32200,21,1,0,1,46980,0,5220,41760,2002,0
94,26,215278,500,723,0,433696,50300,0,6,3,1,2,36700,3670,7340,25690,2010,0
124,28,674570,1000,1235,0,443567,0,-32100,20,3,0,1,60200,6020,6020,48160,2012,0
141,30,681486,1000,1347,0,430665,0,-82100,6,1,1,2,6480,540,1080,4860,1996,0
3,38,941851,1000,1311,0,431289,0,0,20,1,0,1,87200,17440,8720,61040,2006,0
285,41,186934,1000,1437,0,608177,70900,0,23,1,2,3,108480,18080,18080,72320,2015,0
130,34,918516,500,1383,3000000,442797,35100,0,4,3,2,3,67500,7500,7500,52500,1996,0
458,62,533940,2000,1357,5000000,441714,0,0,2,1,0,1,46980,5220,5220,36540,1998,0
456,60,556080,1000,766,0,612260,0,0,6,1,0,3,5060,460,920,3680,2007,0
